actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,1.0,"The review details multiple severe issues including raw food (repeatedly), tiny portions for high prices, poorly cooked staple dishes, inefficient service, and tacky decor. The overall experience described is overwhelmingly negative, indicating a fundamental failure in quality and execution.",True,,"Don't know where I should start. Grand opening was on September 17th, 2010. We went to try this new ...",2.7037718296051025
1,1.0,"The review expresses extreme dissatisfaction, calling the establishment a 'waste of time & space' with 'rude, uncaring staff' and a 'complete disgrace'. The reviewer strongly advises against visiting, indicating a very poor experience.",True,,Absolutely waste of time & space is this establishment. Don't bother checking in with the host to be...,2.2324161529541016
1,1.0,"The review is overwhelmingly negative about the food quality, describing it as ""absolutely disgusting"" with no flavor and poorly prepared dishes. Despite minor positives like friendly staff, cleanliness, and decent prices, the severe criticism of the core product (food) justifies a 1-star rating.",True,,"I am *floored* that this place has 4 stars. Literally fell out of my chair, picked myself up, then c...",2.4249837398529053
1,1.0,"The review describes severe damage to natural nails due to improper gel removal, uneven polish application, and extremely poor customer service with a refusal to refund. This indicates a completely unsatisfactory experience.",True,,"Horrible! I had a gel manicure. The tech didn't let my old gel soak off long enough so she scraped, ...",1.988879919052124
1,1.0,"The review expresses extreme dissatisfaction with 'the worst' music, 'annoying' wait staff, a fishy smell, and overpriced, 'so so' food, indicating a very poor overall experience.",True,,Not only was the music the worst I have ever heard the wait staff was as annoying as ever! Like a wa...,2.578533172607422
1,1.0,"The customer was served a non-vegetarian item after explicitly ordering a vegetarian one, breaking a 5-year dietary restriction. The staff showed a complete lack of apology, empathy, or adequate compensation beyond a refund, leading to a deeply distressing and negative experience.",True,,I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off c...,2.8649511337280273
1,1.0,"The review details an overwhelmingly negative experience due to exceptionally poor service, long wait times, and feeling completely ignored by staff. The reviewer explicitly states it was the 'most awful service I have ever received' and that the service experience overshadowed any memory of the food, warranting the lowest possible rating.",True,,Great food can be found anywhere. Great service is one in a million these days. This place gets an A...,2.589219093322754
1,1.0,"The reviewer repeatedly experienced being overcharged, describes the service as terrible, and highlights significant issues with management responsiveness and deceptive pricing. The explicit statement of never returning and wishing they could give zero stars clearly indicates a 1-star experience.",True,,"First of all, if you go here, PLEASE PLEASE PLEASE make sure you check your bill when it comes!  hon...",3.3664321899414062
1,1.0,"The review expresses extreme dissatisfaction, calling the enchiladas 'worst ever' and comparing the restaurant unfavorably to Taco Bell, indicating a terrible dining experience due to both food quality and decor.",True,,Worst enchiladas EVER and decor from a 1980's attempt at a mexican restaurant.  Taco Bell is a step ...,2.018584728240967
1,1.0,"The reviewer explicitly states they would give 0 stars if possible due to experiencing a foodborne illness after eating there. They also report declining quality, unprofessional staff (drunk cook playing video games), and general dissatisfaction, indicating a severely negative experience.",True,,"NOTE: This review concerns the Roberto's on Union Hills and 7th Ave. NOT the Roberto's in Anthem!


...",2.093353033065796
