actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,1.0,"The review is overwhelmingly negative, detailing numerous critical issues including raw food served twice, severely undercooked items, inefficient service, tacky decor, small portions for high prices, and overall poor food quality across multiple dishes. The reviewer explicitly states they ""don't think I'll be returning."" These fundamental and repeated failures warrant the lowest possible rating.",True,,"Don't know where I should start. Grand opening was on September 17th, 2010. We went to try this new ...",4.509226083755493
1,1.0,"The review uses consistently strong negative language such as ""absolutely waste of time & space"", ""staff rude, uncaring"", and ""complete disgrace"". The reviewer expresses extreme dissatisfaction, explicitly stating they would ""never give such a place my hard earned money"" and advising others to avoid it. There are no positive aspects mentioned whatsoever, indicating the lowest possible rating.",True,,Absolutely waste of time & space is this establishment. Don't bother checking in with the host to be...,3.8892579078674316
1,1.0,"The review expresses extreme negative sentiment, starting with disbelief at a 4-star rating. While staff, cleanliness, and prices receive minor positive mentions ('friendly', 'relatively clean', 'decent prices'), the food is described using intensely negative language like 'absolutely disgusting', 'no flavour at all. None. Nada.', 'peppery water at best', 'mush', 'unseasoned burnt', and 'zero flavour'. The reviewer even states, 'I've eaten better pizza boxes.' The overwhelming focus and strong emotional language are directed at the poor food quality, which is a critical aspect of a restaurant, justifying the lowest possible rating.",True,,"I am *floored* that this place has 4 stars. Literally fell out of my chair, picked myself up, then c...",6.547926664352417
1,1.0,"The review is overwhelmingly negative, detailing a disastrous experience. The technician caused physical damage to the reviewer's natural nails by improperly removing old gel, leaving them 'extremely thin and flimsy'. The new polish application was also faulty, being 'thick in some areas and thinner in others'. Furthermore, customer service was dismissive and unhelpful, refusing a refund and telling the reviewer they were 'wrong'. The strong closing statement, 'I will never go back and I am sure sorry I ever did in the first place', reinforces the extremely poor experience, warranting the lowest possible rating.",True,,"Horrible! I had a gel manicure. The tech didn't let my old gel soak off long enough so she scraped, ...",5.742918014526367
1,1.0,"The review uses extremely negative language to describe nearly every aspect: the music is described as ""the worst I have ever heard"" and ""horrible,"" the wait staff as ""annoying as ever,"" and the ambiance as a ""wanna be swanky place in a strip mall that smells like fish."" While the food is initially called ""so so,"" this neutral point is quickly undermined by stating it was ""over priced."" There are no positive elements mentioned whatsoever, indicating a profoundly negative experience.",True,,Not only was the music the worst I have ever heard the wait staff was as annoying as ever! Like a wa...,7.420824766159058
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off c...,4.026512145996094
1,1.0,"The review is overwhelmingly negative, focusing almost entirely on an 'awful' and 'horrible' service experience. The reviewer describes being 'ignored', 'treated worse than a bothersome fly', and explicitly states 'service overrode the taste of food'. The food itself is mentioned negatively ('watery coleslaw and gritty liver'), and the overall sentiment is one of extreme frustration and dissatisfaction, culminating in calling it their 'worst dining experience'.",True,,Great food can be found anywhere. Great service is one in a million these days. This place gets an A...,4.709888935089111
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","First of all, if you go here, PLEASE PLEASE PLEASE make sure you check your bill when it comes!  hon...",1.9656331539154053
1,1.0,"The review uses extremely strong negative language such as ""Worst enchiladas EVER"" and describes the decor as an outdated ""1980's attempt"". It explicitly states ""Taco Bell is a step up!"" and offers a highly unappetizing description of ""soupy enchiladas drowning in cheez wiz,"" indicating a completely unsatisfactory experience with no redeeming qualities mentioned.",True,,Worst enchiladas EVER and decor from a 1980's attempt at a mexican restaurant.  Taco Bell is a step ...,3.3999431133270264
1,1.0,"The review explicitly states the desire to give 0 stars and details a severe foodborne illness experience, indicating a major health and safety concern. Additionally, it highlights a significant decline in quality and highly unprofessional staff behavior, including a cook who was ""obviously drunk"" and playing video games. There are no current positive aspects, only past enjoyment that has been superseded by recent negative experiences.",True,,"NOTE: This review concerns the Roberto's on Union Hills and 7th Ave. NOT the Roberto's in Anthem!


...",3.6314198970794678
1,2.0,"The review highlights severe issues with noise (""Train Horns all NIGHT LONG and ALL MORNING"", ""Train noise is just unbearable""), which significantly impacted the stay and sleep. Despite some positives like proximity to transport and a reasonable rate, the overwhelming negative experience of unbearable noise leads to a very low recommendation (""I wouldnt pick this one"", ""Stay Elsewhere"").",True,,Im going to have to agree Whole heartedly. And i informed the manager of it as well. I picked this o...,10.874708890914917
1,1.0,"The review uses strong negative language, stating it's the ""second and last time we will frequent this location"" and describing the food (pizza and calzones) as ""awful"". This indicates a profoundly negative experience with no redeeming qualities mentioned for this specific location, clearly warranting the lowest possible rating.",True,,My brother also posted about our Mother's Day experience. These must be franchises because the Scott...,3.9086248874664307
1,1.0,"The review starts with a strong negative sentiment (""never go to this particular one again"") and continues with severe complaints about the food quality and taste. Specific issues include ""absolutely disgusting"" soup, ""bland"" ingredients due to overuse of water, ""old and burnt"" rice, possibly ""bad"" tofu, and ""fowl"" tasting meat. The customer left the meal unfinished and explicitly states ""I do NOT recommend."" Despite some initial positive appearances of the food, the actual consumption experience was overwhelmingly negative, warranting the lowest rating.",True,,"I have been to a buffet like this before, but I will never go to this particular one again. 

The fo...",4.4379987716674805
1,1.0,"The review expresses profound disappointment and strong negative sentiment towards the current restaurant, repeatedly stating it is ""nothing, nothing, nothing like the Pischke's of old"" and describing the decor as ""pretentious"" with matching food. The only mild positive is for an 'effort' to keep the name, but this is immediately overshadowed by the overwhelming criticism of the actual establishment.",True,,"Needs a new name - now.  

The Pischke's of old had such a sad ending.  I appreciated McGrath's effo...",4.353668212890625
1,1.0,"The review uses overwhelmingly negative language such as ""Gross"", ""always upset"", and ""waste of money"", with absolutely no redeeming positive comments. This indicates a very poor experience.",True,,"Gross, plain and simple!  I'll crave some quick Chinese Food and then I'm always upset.  What a wast...",2.394827127456665
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","Be VERY, VERY careful asking for a sandwich as a wrap. I ordered a ham and cheese make your own sand...",1.125049114227295
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","Look it upsets me that you have to give even one star. 

I can read the other reviews and I have bee...",2.366483211517334
1,1.0,"The review uses extremely negative language throughout, including ""Baaaaaad!"", ""mediocre burger"", ""uncooked, tasteless bun"", ""forgot the sauce"", ""ridiculous upgrades"", ""no chef"", ""What a disappointment"", and ""poor experience"". There are no positive aspects mentioned, only complaints about food quality, service, management, and pricing. The sentiment is overwhelmingly negative, indicating a very poor experience.",True,,"New N. Scottsdale location, Baaaaaaad!  The were 10 staff members milling around and there was no ma...",3.157398223876953
1,1.0,"The review uses extremely negative language such as ""Terrible service,"" describes a product failure (""broke within 2 wks,"" ""cracked""), a service failure (""would not honor their warranty""), and warns about suspicious business practices (""only accept cash,"" ""red flag""). There are no positive aspects mentioned whatsoever, indicating an overwhelmingly negative experience and strong dissatisfaction.",True,,Terrible service--they replaced my phone screen and it broke within 2 wks. Phone was not dropped or ...,3.492000102996826
1,1.0,"The review is overwhelmingly negative, detailing significant issues with extremely slow and unfocused service, bland and poorly cooked food (hamburger, fritters), and poor value for money. The reviewer explicitly states ""this place was not good"" and found almost no redeeming qualities, indicating a terrible experience that warrants the lowest possible rating.",True,,"Maybe I ate at a different restaurant than the other people, or once they got through the ""soft open...",4.574924945831299
1,1.0,"The review is overwhelmingly negative, describing alleged overcharging for parts and an unfair diagnosis fee. The explicit warning ""Stay away!"" and the intent to file a complaint with the Attorney General's office indicate a severe and unambiguous dissatisfaction with the service.",True,,One stop has one goal and that is to get the $80. diagnosis fee and split.  Francisco told me i need...,4.314939022064209
1,1.0,"The review uses overwhelmingly negative language (""greasy old beef"", ""YUK!"", ""didn't have that good Italian beef flavor"", ""very oily too"", ""No stars for that beef"") to describe a terrible food experience. The only 'saving grace' mentioned is that it didn't cause severe illness, which reinforces the extremely poor quality and dissatisfaction. The reviewer clearly indicates a complete failure in meeting expectations and even a negative physical reaction.",True,,"Maybe I should have had a hot dog but I crave Chicago's Italian beef,  I didn't get it here just som...",3.832063913345337
1,1.0,"The review opens with extremely strong negative language ('mucho mierda') and proceeds to detail numerous significant disappointments with the food, including lack of flavor, missing components (cheese on tacos, rice and beans with entrees), stingy portions, and poor value. The 'salad' was described as cheap romaine. An extra charge for chips further contributed to the feeling of being 'ripped off'. Despite brief mentions of friendly staff and good salsa, the overwhelming sentiment is negative, culminating in a clear statement of not returning.",True,,"Mucho Gusto es mucho mierda. 

Let me say first, that the place is cute, the staff is friendly, and ...",5.347625970840454
1,1.0,"The review is overwhelmingly negative, detailing multiple instances of ""poor service"" and feeling ""cheated out of money"" due to skimpy toppings and unexpected charges for minor additions. The reviewer explicitly states they signed up for Yelp just to complain and ""will not be visiting this establishment again,"" indicating complete dissatisfaction and a strong negative experience.",True,,I signed up for Yelp just because of the poor service and being cheated out of money from Cafe Rio. ...,4.1205902099609375
1,1.0,"The review uses extremely negative language such as ""almost told him to stop"", ""regretted it"", ""brown and yellow"", ""Very disappointed"", and ""nasty lettuce"" to describe a terrible food experience. The customer explicitly states ""I won't be returning here"" and will avoid the place in the future, indicating complete dissatisfaction with the quality and value.",True,,I work right across the street and a few of us went here for lunch one afternoon. I ordered a salad ...,3.560382127761841
1,1.0,"The review contains overwhelmingly negative and strong language, including phrases like ""stay far, far, away"", ""nothing was worse"", ""cold, barely-recognizable-as-food sandwich"", and stating a preference for ""eating tuna out of the can over this"". There are no positive aspects mentioned, indicating extreme dissatisfaction and a warning to avoid the food item.",True,,I wish I could review the cold food stand attached to this restaurant separately because I want to t...,4.129497766494751
1,1.0,"The review expresses extreme dissatisfaction with the service, highlighting excessive wait times, feeling ignored, and being ""totally disgusted."" Despite the food being ""okay,"" the overwhelmingly negative experience with service, combined with feeling ""worthless"" and finding it ""overpriced,"" warrants the lowest possible rating.",True,,Went there first thing thing this morning. Ordered 2 simple sandwiches. Took over 35 minutes to make...,5.678602933883667
1,1.0,"The review is overwhelmingly negative, using strong language like ""bait and switch"", ""bun was hard"", ""extremely rubbery and looked like they had been retrieved from the trash can"", and ""never, never again"". The reviewer details multiple poor experiences with both food quality and presentation compared to advertising, indicating complete dissatisfaction and a strong refusal to return.",True,,This place is the classic bait and switch joint.  I ordered through the drive-thru and told the pers...,5.410388946533203
1,1.0,"The review starts with a lukewarm 'OK' for the water park but quickly becomes overwhelmingly negative, focusing on a severe security failure in the parking lot. The reviewer's catalytic converters were stolen, and they highlight 'ZERO security,' frequent thefts reported by police, and management's dismissive attitude ('doesn't give a shit' and a recurring 'camera is broken' excuse). The tone is a strong warning to other visitors due to a critical safety and property risk and management's perceived inaction, leading to an extremely negative overall experience.",True,,"Water park is OK.  However, the parking lot has ZERO security.  No security patrols, no cameras.  My...",5.875476121902466
1,1.0,"The review is overwhelmingly negative, highlighting severe issues such as finding multiple hairs in the food, which is a critical hygiene failure. Other major negatives include bad food taste (""does not taste good"", ""boring, no flavor""), confusing ordering process, poor service (""dismissive""), and lack of clarity on soda retrieval. The only slightly neutral point was ""Pani Puri was OK"", which is heavily outweighed by the numerous, significant problems, making it a very poor experience and not worth the trip.",True,,"There was hair in the food. Not just 1 but 2 in the same Bhel Puri dish.

The whole experience was p...",3.3205931186676025
1,1.0,"The review describes an extremely negative and concerning experience with ""rotten chicken tamale"" and ""rancid fat,"" indicating a severe food safety and quality issue. The wait staff's indifferent reaction (""shrugged it off as though this has happened before"") further compounds the problem, suggesting a systemic issue rather than an isolated incident. Despite 25 years of patronage, the critical nature of this bad meal and the staff's response lead the reviewer to declare the place ""off limits for me now,"" signifying a complete loss of trust.",True,,"We've been going here for 25 years and I had my first BAD meal recently. A rotten chicken tamale, th...",5.324368953704834
1,1.0,"The review expresses an overwhelmingly negative experience, including physical injury (""burnt two of my fingers really bad""), unsanitary conditions (""dirty and messy""), invasive personal questions, and extremely rude and unprofessional service (taking a loud, personal call on speakerphone). The reviewer explicitly states ""never ever go back there,"" clearly indicating a terrible and unsatisfactory experience that warrants the lowest possible rating.",True,,I got my nails done there last Thursday for the first and last time. I would never ever go back ther...,4.053656101226807
1,1.0,"The review describes an overwhelmingly negative interaction with the business owner, who was 'incredibly rude' and 'snarled' at the potential customer. This led to a complete deterrent, with the reviewer stating they 'sure as hell won't go now', despite previously hearing positive things. This indicates a severely poor customer experience.",True,,I called The Town Dump to ask if I could come in this week and interview them for an English paper a...,4.012504816055298
1,1.0,"The review uses overwhelmingly negative and harsh language, criticizing the clientele, severe understaffing leading to long waits and being ignored, and an extremely rude manager. The explicit statement ""We will NOT return"" due to ""lack of service and efficiency"" indicates a completely unsatisfactory and frustrating experience with no redeeming qualities.",True,,Wow?!  Is this the new Barcelona?!  Yuck!  Old scuzy men and middle aged women with fake boobs that ...,3.6522698402404785
1,1.0,"The review expresses extreme dissatisfaction, highlighting significant issues like absent management, lack of employee identification, being 'scolded' for an unlabeled item, and a strong vow to never return ('will not spend one more dime here'). There are no positive aspects mentioned, indicating a very poor experience.",True,,I don't get it. This place is crazy busy with no Manager in sight and in hiding during the busy dinn...,3.1131961345672607
1,1.0,"The review expresses extreme negativity and explicitly states ""Not recommended"". The primary reason for the low rating is the repeated experience of ""racial slurs"" being thrown at their group, indicating a hostile and unacceptable environment. There are no positive aspects mentioned about the establishment itself; the comparison to ""D&B bowling lanes are better"" serves to further highlight the severe deficiencies of the reviewed location.",True,,"Not recommended if you're not white. For me, it's the third time somebody threw out racial slurs at ...",4.860472917556763
1,1.0,"The review indicates a critical negative outcome where the pet suffered an injury (hematoma) during the spay procedure that was not present before. The reviewer uses strong negative language (""NOT there"", ""Surprise, surprise..."" used sarcastically, ""pretty mad""), demonstrating profound dissatisfaction and anger. This represents a severe service failure leading to harm to the animal.",True,,I took my kitty to the Beat the Heat low cost spay event and she came home with a hematoma in her ea...,4.307640075683594
