actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,1.0,"The review highlights critical failures, including multiple instances of raw and severely undercooked food, such as shrimp dumplings and egg rolls, which is a significant health and safety concern. Additionally, the reviewer noted tacky decor, inefficient service, and poor quality in other staple dishes like the ""pathetic"" beef internal organs and underfilled, uncooked BBQ pork buns. The experience was overwhelmingly negative, leading the customer to state they would not return, firmly placing this in the 'extremely negative' category.",True,,"Don't know where I should start. Grand opening was on September 17th, 2010. We went to try this new ...",7.283759117126465
1,1.0,"The review uses extremely strong negative language such as ""absolutely waste of time & space,"" ""rude, uncaring staff,"" and ""complete disgrace."" The customer also states they ""would never give such a place my hard earned money,"" clearly indicating a terrible experience.",True,,Absolutely waste of time & space is this establishment. Don't bother checking in with the host to be...,2.8708512783050537
1,1.0,"The review uses extremely strong negative language to describe the food, calling it 'absolutely disgusting,' 'no flavour at all,' and saying 'I've eaten better pizza boxes.' While staff, cleanliness, and price were noted as positives, the core product (food) was deemed inedible and an utter failure, aligning perfectly with a 1-star 'extremely negative' rating.",True,,"I am *floored* that this place has 4 stars. Literally fell out of my chair, picked myself up, then c...",4.285128355026245
1,1.0,"The customer experienced significant damage to their natural nails due to improper gel removal, resulting in them becoming extremely thin and flimsy. The new polish application was uneven, and the subsequent customer service was exceptionally poor, with staff refusing a refund and denying the customer's valid concerns. The review's strong negative language, including 'Horrible!' and 'will never go back', clearly indicates an extremely unsatisfactory experience, warranting a 1-star rating.",True,,"Horrible! I had a gel manicure. The tech didn't let my old gel soak off long enough so she scraped, ...",6.250653028488159
1,1.0,"The review uses extremely negative language such as ""worst I have ever heard"", ""annoying as ever"", and ""horrible music"". It criticizes multiple aspects including the music, wait staff, ambiance (smells like fish), and finds the ""so so"" food overpriced, indicating an overwhelmingly negative experience consistent with a 1-star rating.",True,,Not only was the music the worst I have ever heard the wait staff was as annoying as ever! Like a wa...,2.8117048740386963
1,1.0,"This review describes an extremely negative experience due to a significant staff error where the customer was served a bacon quiche instead of a vegetarian one, breaking a five-year commitment to meatless eating. The customer experienced nausea and panic. The staff's response was dismissive, lacking any apology or offer of recompense beyond a refund, despite the profound emotional distress caused by their 'epic error.' The overall sentiment is one of deep disappointment and anger, fitting the one-star criteria of 'terrible' and 'awful'.",True,,I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off c...,6.075819969177246
1,1.0,"The review is overwhelmingly negative, explicitly describing the experience as having the ""most awful service I have ever received"" and being the ""worst dining experience."" The customer felt ignored, waited excessively long for food and the check, and was treated poorly, especially after mentioning Groupon. The language used, such as ""horrible experience,"" ""treated worse than a bothersome fly,"" and ""prisoners in a cafeteria get more attention than I did,"" strongly indicates an extremely negative sentiment, aligning perfectly with a 1-star rating according to the guidelines.",True,,Great food can be found anywhere. Great service is one in a million these days. This place gets an A...,8.63134479522705
1,1.0,"The review is overwhelmingly negative, detailing repeated instances of overcharging, extremely poor service, and a general feeling of being ripped off. The customer explicitly states they would give zero stars if possible and will ""never go to Caddilac Ranch again,"" aligning perfectly with the ""extremely negative"" and ""worst"" categories for a 1-star rating.",True,,"First of all, if you go here, PLEASE PLEASE PLEASE make sure you check your bill when it comes!  hon...",4.537866115570068
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",Worst enchiladas EVER and decor from a 1980's attempt at a mexican restaurant.  Taco Bell is a step ...,1.2692208290100098
1,1.0,"The review expresses extreme negativity, stating the customer got 'very sick' from the food, implying foodborne illness. It also highlights a significant decline in quality and describes highly unprofessional behavior from an 'obviously drunk' employee. The sentiment is clearly 'terrible' and 'awful', aligning with a 1-star rating.",True,,"NOTE: This review concerns the Roberto's on Union Hills and 7th Ave. NOT the Roberto's in Anthem!


...",5.3772358894348145
